,,reaction_id,smiles,reaction_core,activation_energy
170,170,170,[NH2:1][C@@H:2]([C@@H:3]([Br:4])[N+:5](=[O:6])[O-:7])[N+:8](=[O:9])[O-:10].[H-:11],"[[3, 2, 1, 10]]",1.5783319947578214
171,171,171,[CH3:1][C@:2]([Cl:3])([CH2:4][NH2:5])[N+:6](=[O:7])[O-:8].[F-:9],"[[2, 1, 3, 8]]",12.556368536937123
172,172,172,[CH3:1][C@:2]([Br:3])([CH2:4][NH2:5])[N+:6](=[O:7])[O-:8].[F-:9],"[[2, 1, 3, 8]]",10.92657027794887
173,173,173,[CH3:1][C@:2]([Br:3])([CH2:4][NH2:5])[N+:6](=[O:7])[O-:8].[H-:9],"[[2, 1, 3, 8]]",6.686761402917043
174,174,174,[CH3:1][C@H:2]([NH2:3])[C@:4]([CH3:5])([F:6])[N+:7](=[O:8])[O-:9].[H-:10],"[[5, 3, 1, 9]]",6.763231771445128
175,175,175,[CH3:1][C@:2]([F:3])([CH2:4][NH2:5])[N+:6](=[O:7])[O-:8].[H-:9],"[[2, 1, 3, 8]]",12.778676470161324
176,176,176,[CH3:1][C@:2]([Cl:3])([CH2:4][NH2:5])[N+:6](=[O:7])[O-:8].[H-:9],"[[2, 1, 3, 8]]",15.966562179803285
177,177,177,[NH2:1][CH:2]([NH2:3])[C@H:4]([F:5])[N+:6](=[O:7])[O-:8].[H-:9],"[[4, 3, 1, 8]]",15.353991842667671
178,178,178,[CH3:1][C@:2]([Cl:3])([CH2:4][NH2:5])[N+:6](=[O:7])[O-:8].[H-:9],"[[2, 1, 3, 8]]",8.187017316800485
179,179,179,[CH3:1][C@H:2]([NH2:3])[C@:4]([CH3:5])([Cl:6])[C:7]#[N:8].[H-:9],"[[5, 3, 1, 8]]",5.204438375925423
180,180,180,[N:1]#[C:2][C:3]([Br:4])([C:5]#[N:6])[CH2:7][NH2:8].[H-:9],"[[3, 2, 6, 8]]",2.3814302367543805
181,181,181,[N:1]#[C:2][C@@:3]([NH2:4])([Br:5])[CH2:6][NH2:7].[H-:8],"[[4, 2, 5, 7]]",6.914002958388172
182,182,182,[CH3:1][C@@:2]([Cl:3])([C:4]#[N:5])[CH2:6][NH2:7].[Br-:8],"[[2, 1, 5, 7]]",40.071034572801935
183,183,183,[CH3:1][C@:2]([Cl:3])([CH2:4][NH2:5])[N+:6](=[O:7])[O-:8].[Cl-:9],"[[2, 1, 3, 8]]",38.521164512617226
184,184,184,[CH3:1][C@:2]([Cl:3])([CH2:4][NH2:5])[N+:6](=[O:7])[O-:8].[Br-:9],"[[2, 1, 3, 8]]",44.000645217618505
185,185,185,[N:1]#[C:2][C:3]([Br:4])([C:5]#[N:6])[CH2:7][NH2:8].[Cl-:9],"[[3, 2, 6, 8]]",22.991596759816908
186,186,186,[N:1]#[C:2][C@@H:3]([Cl:4])[CH:5]([NH2:6])[NH2:7].[H-:8],"[[3, 2, 4, 7]]",10.550382600572362
187,187,187,[CH3:1][C:2]([CH3:3])([Cl:4])[C@@H:5]([NH2:6])[C:7]#[N:8].[F-:9],"[[3, 1, 4, 8]]",1.8469051599450503
188,188,188,[CH3:1][C:2]([CH3:3])([Cl:4])[C@@H:5]([NH2:6])[N+:7](=[O:8])[O-:9].[Cl-:10],"[[3, 1, 4, 9]]",31.00962163412446
189,189,189,[CH3:1][C:2]([CH3:3])([Cl:4])[C@@H:5]([NH2:6])[C:7]#[N:8].[Cl-:9],"[[3, 1, 4, 8]]",29.74132373278853
190,190,190,[CH3:1][C:2]([CH3:3])([Br:4])[CH:5]([NH2:6])[NH2:7].[F-:8],"[[3, 1, 4, 7]]",8.247334293185332
191,191,191,[CH3:1][C:2]([CH3:3])([Br:4])[CH:5]([NH2:6])[NH2:7].[H-:8],"[[3, 1, 4, 7]]",7.36752710716608
192,192,192,[CH3:1][C:2]([CH3:3])([Cl:4])[CH:5]([NH2:6])[NH2:7].[F-:8],"[[3, 1, 4, 7]]",14.079704110424355
193,193,193,[CH3:1][C:2]([CH3:3])([F:4])[CH:5]([NH2:6])[NH2:7].[H-:8],"[[3, 1, 4, 7]]",20.75369168461984
194,194,194,[CH3:1][C@@H:2]([NH2:3])[C@@:4]([CH3:5])([NH2:6])[Cl:7].[H-:8],"[[6, 3, 1, 7]]",7.772045573234108
195,195,195,[CH3:1][C@:2]([NH2:3])([Cl:4])[C@@H:5]([NH2:6])[C:7]#[N:8].[H-:9],"[[3, 1, 4, 8]]",6.115813454220212
196,196,196,[CH3:1][C@H:2]([C:3]#[N:4])[C@@:5]([CH3:6])([NH2:7])[F:8].[H-:9],"[[7, 4, 1, 8]]",3.7995069312927248
198,198,198,[CH3:1][C@H:2]([NH2:3])[C@@:4]([NH2:5])([F:6])[C:7]#[N:8].[H-:9],"[[5, 3, 1, 8]]",22.95918360313415
199,199,199,[CH3:1][C@H:2]([NH2:3])[C@:4]([CH3:5])([Cl:6])[C:7]#[N:8].[F-:9],"[[5, 3, 1, 8]]",11.92272098921577
200,200,200,[CH3:1][C@H:2]([C:3]#[N:4])[C@H:5]([NH2:6])[Br:7].[H-:8],"[[6, 4, 1, 7]]",0.0411319849120843
201,201,201,[N:1]#[C:2][CH2:3][C@@H:4]([Br:5])[N+:6](=[O:7])[O-:8].[F-:9],"[[4, 3, 2, 8]]",0.0070531104961143
202,202,202,[CH3:1][C@@H:2]([NH2:3])[C@H:4]([NH2:5])[Br:6].[F-:7],"[[5, 3, 1, 6]]",11.064298499946352
203,203,203,[N:1]#[C:2][C@H:3]([Br:4])[CH2:5][NH2:6].[F-:7],"[[3, 2, 4, 6]]",17.319671612966552
204,204,204,[N:1]#[C:2][C@H:3]([NH2:4])[C@H:5]([NH2:6])[Br:7].[F-:8],"[[6, 4, 2, 7]]",5.001022996770682
205,205,205,[CH3:1][C@@H:2]([N+:3](=[O:4])[O-:5])[C:6]([NH2:7])([NH2:8])[F:9].[H-:10],"[[8, 5, 1, 9]]",3.982375412740127
206,206,206,[CH3:1][C@H:2]([C@H:3]([NH2:4])[Cl:5])[N+:6](=[O:7])[O-:8].[F-:9],"[[4, 2, 1, 8]]",1.8575618043644408
208,208,208,[N:1]#[C:2][CH2:3][C@H:4]([NH2:5])[Br:6].[F-:7],"[[5, 3, 2, 6]]",8.394210770620404
209,209,209,[CH3:1][C@@:2]([NH2:3])([Br:4])[CH2:5][NH2:6].[F-:7],"[[3, 1, 4, 6]]",13.568104188051835
210,210,210,[N:1]#[C:2][CH2:3][C@H:4]([NH2:5])[Cl:6].[H-:7],"[[5, 3, 2, 6]]",1.4580106789403509
211,211,211,[N:1]#[C:2][C@:3]([Br:4])([CH2:5][NH2:6])[N+:7](=[O:8])[O-:9].[H-:10],"[[3, 2, 4, 9]]",3.987399945102754
212,212,212,[CH3:1][C@H:2]([C:3]#[N:4])[C@:5]([NH2:6])([F:7])[N+:8](=[O:9])[O-:10].[H-:11],"[[6, 4, 1, 10]]",1.6573660908351306
213,213,213,[CH3:1][C@H:2]([NH2:3])[C@:4]([NH2:5])([F:6])[N+:7](=[O:8])[O-:9].[H-:10],"[[5, 3, 1, 9]]",13.875328264482436
214,214,214,[CH3:1][CH2:2][C:3]([Cl:4])([N+:5](=[O:6])[O-:7])[N+:8](=[O:9])[O-:10].[H-:11],"[[3, 2, 1, 10]]",7.808897398742157
215,215,215,[CH3:1][CH2:2][C@:3]([NH2:4])([Cl:5])[N+:6](=[O:7])[O-:8].[H-:9],"[[4, 2, 1, 8]]",10.606396398557528
216,216,216,[N:1]#[C:2][C@H:3]([NH2:4])[C@:5]([NH2:6])([Cl:7])[N+:8](=[O:9])[O-:10].[H-:11],"[[6, 4, 2, 10]]",4.501345467304837
217,217,217,[CH3:1][C@@H:2]([NH2:3])[C@:4]([NH2:5])([Cl:6])[N+:7](=[O:8])[O-:9].[H-:10],"[[5, 3, 1, 9]]",5.731444250879933
218,218,218,[CH3:1][CH:2]([CH3:3])[C@:4]([NH2:5])([F:6])[N+:7](=[O:8])[O-:9].[H-:10],"[[5, 3, 1, 9]]",15.600818917981346
219,219,219,[CH3:1][C@@H:2]([NH2:3])[C@:4]([NH2:5])([Cl:6])[N+:7](=[O:8])[O-:9].[F-:10],"[[5, 3, 1, 9]]",9.445298182094833
220,220,220,[CH3:1][CH2:2][C@:3]([NH2:4])([Cl:5])[N+:6](=[O:7])[O-:8].[F-:9],"[[4, 2, 1, 8]]",7.479740597927215
221,221,221,[N:1]#[C:2][CH2:3][C@:4]([NH2:5])([F:6])[N+:7](=[O:8])[O-:9].[H-:10],"[[5, 3, 2, 9]]",3.2329585894765267
222,222,222,[CH3:1][C@H:2]([C:3]#[N:4])[C@:5]([NH2:6])([F:7])[C:8]#[N:9].[H-:10],"[[6, 4, 1, 9]]",3.266389836911602
223,223,223,[N:1]#[C:2][CH2:3][C@:4]([NH2:5])([F:6])[N+:7](=[O:8])[O-:9].[F-:10],"[[5, 3, 2, 9]]",8.04153023166535
225,225,225,[CH3:1][CH2:2][C@:3]([NH2:4])([Cl:5])[C:6]#[N:7].[F-:8],"[[4, 2, 1, 7]]",12.953719131043286
226,226,226,[NH2:1][CH2:2][C@:3]([NH2:4])([F:5])[N+:6](=[O:7])[O-:8].[H-:9],"[[4, 2, 1, 8]]",20.8723226820389
227,227,227,[N:1]#[C:2][C@@:3]([NH2:4])([Cl:5])[C@@H:6]([NH2:7])[N+:8](=[O:9])[O-:10].[H-:11],"[[4, 2, 5, 10]]",3.02778259922812
228,228,228,[N:1]#[C:2][C@@:3]([NH2:4])([Cl:5])[C@@H:6]([NH2:7])[N+:8](=[O:9])[O-:10].[F-:11],"[[4, 2, 5, 10]]",4.817688976560863
229,229,229,[N:1]#[C:2][CH2:3][C@:4]([NH2:5])([Cl:6])[C:7]#[N:8].[F-:9],"[[5, 3, 2, 8]]",1.5267062318760232
230,230,230,[N:1]#[C:2][CH2:3][C:4]([Br:5])([C:6]#[N:7])[C:8]#[N:9].[Cl-:10],"[[4, 3, 2, 9]]",12.137720711244766
231,231,231,[N:1]#[C:2][CH:3]([C:4]#[N:5])[C@:6]([NH2:7])([Br:8])[C:9]#[N:10].[Cl-:11],"[[7, 5, 2, 10]]",14.129978013394863
232,232,232,[N:1]#[C:2][CH2:3][C@:4]([NH2:5])([Br:6])[C:7]#[N:8].[Cl-:9],"[[5, 3, 2, 8]]",24.156898199170108
233,233,233,[N:1]#[C:2][CH2:3][C@:4]([NH2:5])([F:6])[C:7]#[N:8].[H-:9],"[[5, 3, 2, 8]]",3.2415667255203795
234,234,234,[CH3:1][C@H:2]([NH2:3])[C@H:4]([F:5])[C:6]#[N:7].[H-:8],"[[4, 3, 1, 7]]",12.263003144577327
235,235,235,[CH3:1][C@H:2]([NH2:3])[C@:4]([NH2:5])([F:6])[C:7]#[N:8].[H-:9],"[[5, 3, 1, 8]]",18.195084079471947
236,236,236,[CH3:1][C@H:2]([NH2:3])[C@:4]([CH3:5])([F:6])[C:7]#[N:8].[H-:9],"[[5, 3, 1, 8]]",10.717834080436862
237,237,237,[N:1]#[C:2][C@H:3]([NH2:4])[C@:5]([NH2:6])([Cl:7])[C:8]#[N:9].[H-:10],"[[6, 4, 2, 9]]",3.1396690194016674
238,238,238,[N:1]#[C:2][C@H:3]([NH2:4])[C@:5]([NH2:6])([Cl:7])[C:8]#[N:9].[F-:10],"[[6, 4, 2, 9]]",3.5364951278593413
239,239,239,[CH3:1][C@H:2]([NH2:3])[C@:4]([CH3:5])([NH2:6])[Cl:7].[F-:8],"[[6, 3, 1, 7]]",19.440320062676864
240,240,240,[N:1]#[C:2][C@@:3]([NH2:4])([Br:5])[CH2:6][NH2:7].[F-:8],"[[4, 2, 5, 7]]",9.370045964651132
241,241,241,[N:1]#[C:2][C@@:3]([NH2:4])([Br:5])[CH:6]([NH2:7])[NH2:8].[F-:9],"[[4, 2, 5, 8]]",6.768319089904008
242,242,242,[N:1]#[C:2][C@@H:3]([NH2:4])[C@:5]([NH2:6])([Cl:7])[C:8]#[N:9].[F-:10],"[[6, 4, 2, 9]]",0.4831182137553363
243,243,243,[N:1]#[C:2][C@@:3]([NH2:4])([F:5])[CH2:6][NH2:7].[H-:8],"[[4, 2, 5, 7]]",19.27283630247836
244,244,244,[N:1]#[C:2][C@@H:3]([F:4])[CH:5]([NH2:6])[NH2:7].[H-:8],"[[3, 2, 4, 7]]",14.617361845196124
245,245,245,[CH3:1][C@@:2]([NH2:3])([Br:4])[C@H:5]([NH2:6])[N+:7](=[O:8])[O-:9].[F-:10],"[[3, 1, 4, 9]]",5.733375653393175
246,246,246,[CH3:1][C@H:2]([C:3]#[N:4])[C@:5]([CH3:6])([NH2:7])[F:8].[H-:9],"[[7, 4, 1, 8]]",2.8636904417880857
247,247,247,[CH3:1][C@@H:2]([Cl:3])[C@@H:4]([NH2:5])[N+:6](=[O:7])[O-:8].[H-:9],"[[2, 1, 3, 8]]",3.978253652502036
248,248,248,[CH3:1][C:2]([CH3:3])([Cl:4])[C@@H:5]([NH2:6])[N+:7](=[O:8])[O-:9].[H-:10],"[[3, 1, 4, 9]]",3.269719019438789
249,249,249,[CH3:1][C@@:2]([NH2:3])([Cl:4])[C@@H:5]([NH2:6])[N+:7](=[O:8])[O-:9].[H-:10],"[[3, 1, 4, 9]]",4.915001359178709
250,250,250,[CH3:1][C@@H:2]([C:3]#[N:4])[C@:5]([CH3:6])([NH2:7])[Br:8].[F-:9],"[[7, 4, 1, 8]]",4.48425256044877
251,251,251,[CH3:1][C@@H:2]([C:3]#[N:4])[C@:5]([CH3:6])([NH2:7])[Br:8].[H-:9],"[[7, 4, 1, 8]]",1.4259804937100529
252,252,252,[CH3:1][C@:2]([Br:3])([C:4]#[N:5])[C@H:6]([NH2:7])[C:8]#[N:9].[F-:10],"[[2, 1, 5, 9]]",2.590236941087356
253,253,253,[N:1]#[C:2][C@@H:3]([NH2:4])[C@:5]([NH2:6])([Br:7])[C:8]#[N:9].[F-:10],"[[6, 4, 2, 9]]",1.0245434224892127
254,254,254,[CH3:1][C@@H:2]([NH2:3])[C@:4]([CH3:5])([NH2:6])[Br:7].[F-:8],"[[6, 3, 1, 7]]",10.73333234392263
255,255,255,[CH3:1][C@@H:2]([NH2:3])[C@:4]([CH3:5])([NH2:6])[Cl:7].[F-:8],"[[6, 3, 1, 7]]",16.270853055570154
256,256,256,[CH3:1][C@@H:2]([NH2:3])[C@:4]([CH3:5])([NH2:6])[Cl:7].[H-:8],"[[6, 3, 1, 7]]",8.580337443913404
257,257,257,[NH2:1][C@@H:2]([N+:3](=[O:4])[O-:5])[C:6]([NH2:7])([NH2:8])[Cl:9].[H-:10],"[[8, 5, 1, 9]]",2.5858940194858224
258,258,258,[N:1]#[C:2][CH2:3][C:4]([NH2:5])([NH2:6])[Br:7].[H-:8],"[[6, 3, 2, 7]]",5.313679048021917
259,259,259,[CH3:1][CH:2]([CH3:3])[C:4]([NH2:5])([NH2:6])[F:7].[H-:8],"[[6, 3, 1, 7]]",20.723317694717235
260,260,260,[N:1]#[C:2][CH2:3][C@H:4]([F:5])[N+:6](=[O:7])[O-:8].[Cl-:9],"[[4, 3, 8]]",40.14003062568917
261,261,261,[CH3:1][C@@:2]([F:3])([C:4]#[N:5])[CH2:6][NH2:7].[Br-:8],"[[2, 1, 7]]",46.45736501636815
262,262,262,[N:1]#[C:2][CH2:3][C@:4]([NH2:5])([F:6])[C:7]#[N:8].[H-:9],"[[5, 3, 8]]",23.68552158491612
263,263,263,[N:1]#[C:2][C@@H:3]([CH2:4][F:5])[N+:6](=[O:7])[O-:8].[F-:9],"[[4, 3, 8]]",16.725671960074312
264,264,264,[N:1]#[C:2][CH:3]([C:4]#[N:5])[CH2:6][Br:7].[Cl-:8],"[[6, 5, 7]]",21.09287946030048
265,265,265,[N:1]#[C:2][C@H:3]([NH2:4])[CH2:5][Cl:6].[Cl-:7],"[[5, 4, 6]]",25.592721682277684
266,266,266,[N:1]#[C:2][C@@H:3]([NH2:4])[CH2:5][Cl:6].[F-:7],"[[5, 4, 6]]",19.695108825654494
267,267,267,[O:1]=[N+:2]([O-:3])[CH2:4][C@H:5]([Cl:6])[N+:7](=[O:8])[O-:9].[Cl-:10],"[[5, 4, 9]]",21.435219280043054
268,268,268,[N:1]#[C:2][CH2:3][C@H:4]([Cl:5])[N+:6](=[O:7])[O-:8].[F-:9],"[[4, 3, 8]]",7.953866434627282
269,269,269,[N:1]#[C:2][CH2:3][C@H:4]([Cl:5])[N+:6](=[O:7])[O-:8].[Cl-:9],"[[4, 3, 8]]",21.11107143131451
270,270,270,[N:1]#[C:2][CH2:3][C@H:4]([Cl:5])[N+:6](=[O:7])[O-:8].[Br-:9],"[[4, 3, 8]]",25.304066535779143
271,271,271,[CH3:1][C@H:2]([C@H:3]([Cl:4])[N+:5](=[O:6])[O-:7])[N+:8](=[O:9])[O-:10].[F-:11],"[[3, 2, 10]]",4.396757414072532
272,272,272,[N:1]#[C:2][CH2:3][C@H:4]([Br:5])[N+:6](=[O:7])[O-:8].[F-:9],"[[4, 3, 8]]",8.148025760547915
273,273,273,[N:1]#[C:2][CH2:3][C@H:4]([Br:5])[N+:6](=[O:7])[O-:8].[Cl-:9],"[[4, 3, 8]]",21.82586668237808
274,274,274,[N:1]#[C:2][CH2:3][C@H:4]([Br:5])[N+:6](=[O:7])[O-:8].[Br-:9],"[[4, 3, 8]]",25.847711291250054
275,275,275,[CH3:1][C@H:2]([NH2:3])[C@H:4]([Cl:5])[N+:6](=[O:7])[O-:8].[F-:9],"[[4, 3, 8]]",23.06452040882544
276,276,276,[NH2:1][CH2:2][C@H:3]([Cl:4])[N+:5](=[O:6])[O-:7].[F-:8],"[[3, 2, 7]]",15.115413491124237
277,277,277,[N:1]#[C:2][C@@H:3]([Cl:4])[CH2:5][N+:6](=[O:7])[O-:8].[Cl-:9],"[[3, 2, 8]]",21.098913944640827
278,278,278,[N:1]#[C:2][C@@H:3]([Cl:4])[CH2:5][N+:6](=[O:7])[O-:8].[Br-:9],"[[3, 2, 8]]",23.903476747897443
279,279,279,[N:1]#[C:2][C@@H:3]([Br:4])[CH2:5][N+:6](=[O:7])[O-:8].[Cl-:9],"[[3, 2, 8]]",19.966732448500625
280,280,280,[N:1]#[C:2][C@@H:3]([F:4])[CH:5]([N+:6](=[O:7])[O-:8])[N+:9](=[O:10])[O-:11].[Cl-:12],"[[3, 2, 11]]",38.8888883212825
281,281,281,[N:1]#[C:2][C@@H:3]([Cl:4])[C@@H:5]([C:6]#[N:7])[N+:8](=[O:9])[O-:10].[Cl-:11],"[[3, 2, 10]]",23.858903770988068
282,282,282,[N:1]#[C:2][CH2:3][C@H:4]([F:5])[C:6]#[N:7].[F-:8],"[[4, 3, 7]]",19.07542920959884
283,283,283,[N:1]#[C:2][CH2:3][C@H:4]([Br:5])[C:6]#[N:7].[F-:8],"[[4, 3, 7]]",8.013283866503658
284,284,284,[N:1]#[C:2][CH:3]([C:4]#[N:5])[C@H:6]([Br:7])[C:8]#[N:9].[Cl-:10],"[[6, 5, 9]]",22.19963677394945
285,285,285,[N:1]#[C:2][C@@H:3]([Cl:4])[CH:5]([NH2:6])[NH2:7].[Br-:8],"[[3, 2, 7]]",29.99619937837089
286,286,286,[CH3:1][C@@H:2]([C@H:3]([Br:4])[C:5]#[N:6])[N+:7](=[O:8])[O-:9].[F-:10],"[[3, 2, 9]]",0.9518529395812314
287,287,287,[CH3:1][C@@H:2]([C@H:3]([Br:4])[C:5]#[N:6])[N+:7](=[O:8])[O-:9].[Cl-:10],"[[3, 2, 9]]",18.161892936195738
288,288,288,[CH3:1][C@H:2]([NH2:3])[C@H:4]([F:5])[C:6]#[N:7].[H-:8],"[[4, 3, 7]]",15.797271226270263
289,289,289,[CH3:1][C@H:2]([NH2:3])[C@H:4]([F:5])[C:6]#[N:7].[F-:8],"[[4, 3, 7]]",28.90122604256608
290,290,290,[N:1]#[C:2][C@@H:3]([Cl:4])[C@H:5]([NH2:6])[N+:7](=[O:8])[O-:9].[F-:10],"[[3, 2, 9]]",14.883107620067127
291,291,291,[CH3:1][C@@H:2]([NH2:3])[C@H:4]([Br:5])[C:6]#[N:7].[Cl-:8],"[[4, 3, 7]]",28.74473912499645
292,292,292,[CH3:1][C@@H:2]([NH2:3])[C@H:4]([Br:5])[C:6]#[N:7].[F-:8],"[[4, 3, 7]]",22.054643192544606
293,293,293,[N:1]#[C:2][C@@H:3]([F:4])[CH:5]([NH2:6])[NH2:7].[Cl-:8],"[[3, 2, 7]]",49.42551084015998
294,294,294,[N:1]#[C:2][C@@H:3]([Cl:4])[CH:5]([NH2:6])[NH2:7].[H-:8],"[[3, 2, 7]]",4.2740138619661865
295,295,295,[N:1]#[C:2][C@@H:3]([Cl:4])[CH:5]([NH2:6])[NH2:7].[F-:8],"[[3, 2, 7]]",28.79514846007246
296,296,296,[N:1]#[C:2][C@@H:3]([Cl:4])[CH:5]([NH2:6])[NH2:7].[Cl-:8],"[[3, 2, 7]]",37.22185987661639
297,297,297,[CH3:1][C@@H:2]([Cl:3])[CH:4]([N+:5](=[O:6])[O-:7])[N+:8](=[O:9])[O-:10].[F-:11],"[[2, 1, 10]]",3.8825372304682686
298,298,298,[CH3:1][C@@H:2]([F:3])[C@@H:4]([C:5]#[N:6])[N+:7](=[O:8])[O-:9].[F-:10],"[[2, 1, 9]]",18.556438211948567
299,299,299,[CH3:1][C@@H:2]([Cl:3])[C@@H:4]([C:5]#[N:6])[N+:7](=[O:8])[O-:9].[F-:10],"[[2, 1, 9]]",8.648493747263021
300,300,300,[CH3:1][C@@H:2]([Cl:3])[C@@H:4]([NH2:5])[N+:6](=[O:7])[O-:8].[H-:9],"[[2, 1, 8]]",14.407960489824855
301,301,301,[CH3:1][C@@H:2]([Cl:3])[C@@H:4]([NH2:5])[N+:6](=[O:7])[O-:8].[Cl-:9],"[[2, 1, 8]]",26.68587747070147
302,302,302,[CH3:1][C@@H:2]([Br:3])[CH:4]([C:5]#[N:6])[C:7]#[N:8].[F-:9],"[[2, 1, 8]]",4.0978188757680645
303,303,303,[CH3:1][C@@H:2]([Br:3])[CH:4]([C:5]#[N:6])[C:7]#[N:8].[Cl-:9],"[[2, 1, 8]]",25.026063745193216
304,304,304,[CH3:1][C@@H:2]([F:3])[C@@H:4]([NH2:5])[C:6]#[N:7].[H-:8],"[[2, 1, 7]]",26.46918727207857
305,305,305,[CH3:1][C@@H:2]([F:3])[C@@H:4]([NH2:5])[C:6]#[N:7].[F-:8],"[[2, 1, 7]]",29.529905721373986
306,306,306,[CH3:1][C@@H:2]([F:3])[C@@H:4]([NH2:5])[C:6]#[N:7].[Cl-:8],"[[2, 1, 7]]",44.99540450982835
307,307,307,[CH3:1][C@@H:2]([Br:3])[CH:4]([NH2:5])[NH2:6].[H-:7],"[[2, 1, 6]]",10.301769022967044
308,308,308,[CH3:1][C@@H:2]([Br:3])[CH:4]([NH2:5])[NH2:6].[F-:7],"[[2, 1, 6]]",19.154772212211032
309,309,309,[CH3:1][C@@H:2]([Br:3])[CH:4]([NH2:5])[NH2:6].[Cl-:7],"[[2, 1, 6]]",31.59045940835719
310,310,310,[N:1]#[C:2][CH2:3][C@@H:4]([NH2:5])[Cl:6].[F-:7],"[[5, 3, 6]]",19.184704395849547
311,311,311,[NH2:1][C@@H:2]([F:3])[C@@H:4]([NH2:5])[N+:6](=[O:7])[O-:8].[F-:9],"[[2, 1, 8]]",40.40658700610087
312,312,312,[NH2:1][C@@H:2]([F:3])[CH2:4][N+:5](=[O:6])[O-:7].[F-:8],"[[2, 1, 7]]",34.72474566282938
313,313,313,[CH3:1][C@H:2]([C@@H:3]([NH2:4])[F:5])[N+:6](=[O:7])[O-:8].[H-:9],"[[4, 2, 8]]",26.77834008431371
314,314,314,[CH3:1][C@H:2]([C@@H:3]([NH2:4])[F:5])[N+:6](=[O:7])[O-:8].[F-:9],"[[4, 2, 8]]",33.686610602921746
315,315,315,[NH2:1][C@@H:2]([F:3])[C@@H:4]([NH2:5])[N+:6](=[O:7])[O-:8].[H-:9],"[[2, 1, 8]]",34.762410407348966
316,316,316,[NH2:1][C@@H:2]([Cl:3])[C@@H:4]([NH2:5])[N+:6](=[O:7])[O-:8].[H-:9],"[[2, 1, 8]]",22.10447785622703
317,317,317,[N:1]#[C:2][CH:3]([C:4]#[N:5])[C@@H:6]([NH2:7])[F:8].[F-:9],"[[7, 5, 8]]",21.4287202498444
318,318,318,[N:1]#[C:2][CH:3]([C:4]#[N:5])[C@@H:6]([NH2:7])[F:8].[Cl-:9],"[[7, 5, 8]]",47.27350505191457
319,319,319,[N:1]#[C:2][CH:3]([C:4]#[N:5])[C@@H:6]([NH2:7])[Cl:8].[F-:9],"[[7, 5, 8]]",8.343482009990241
320,320,320,[N:1]#[C:2][C@@H:3]([C@@H:4]([NH2:5])[F:6])[N+:7](=[O:8])[O-:9].[Cl-:10],"[[5, 3, 9]]",46.08786197298702
321,321,321,[NH2:1][C@@H:2]([Cl:3])[C@H:4]([NH2:5])[N+:6](=[O:7])[O-:8].[H-:9],"[[2, 1, 8]]",19.423098286670168
322,322,322,[NH2:1][C@@H:2]([Cl:3])[C@H:4]([NH2:5])[N+:6](=[O:7])[O-:8].[F-:9],"[[2, 1, 8]]",24.86124923535732
323,323,323,[N:1]#[C:2][C@@H:3]([NH2:4])[C@@H:5]([NH2:6])[F:7].[F-:8],"[[6, 4, 7]]",34.39131439800479
324,324,324,[N:1]#[C:2][C@@H:3]([NH2:4])[C@@H:5]([NH2:6])[F:7].[Cl-:8],"[[6, 4, 7]]",45.98721665719988
325,325,325,[N:1]#[C:2][CH2:3][C@@H:4]([Cl:5])[N+:6](=[O:7])[O-:8].[F-:9],"[[4, 3, 8]]",10.344846109943582
326,326,326,[N:1]#[C:2][CH2:3][C@@H:4]([Cl:5])[N+:6](=[O:7])[O-:8].[Cl-:9],"[[4, 3, 8]]",27.407684826562967
327,327,327,[O:1]=[N+:2]([O-:3])[CH2:4][C@@H:5]([F:6])[N+:7](=[O:8])[O-:9].[H-:10],"[[5, 4, 9]]",0.8879238896414916
328,328,328,[O:1]=[N+:2]([O-:3])[CH2:4][C@@H:5]([F:6])[N+:7](=[O:8])[O-:9].[F-:10],"[[5, 4, 9]]",12.770192861470669
329,329,329,[O:1]=[N+:2]([O-:3])[CH2:4][C@@H:5]([F:6])[N+:7](=[O:8])[O-:9].[Cl-:10],"[[5, 4, 9]]",34.947057334211266
330,330,330,[NH2:1][C@H:2]([C@@H:3]([F:4])[N+:5](=[O:6])[O-:7])[N+:8](=[O:9])[O-:10].[F-:11],"[[3, 2, 10]]",25.806002835261094
331,331,331,[NH2:1][C@H:2]([C@@H:3]([F:4])[N+:5](=[O:6])[O-:7])[N+:8](=[O:9])[O-:10].[Cl-:11],"[[3, 2, 10]]",42.70671757410601
332,332,332,[N:1]#[C:2][CH2:3][C@@H:4]([Br:5])[N+:6](=[O:7])[O-:8].[Cl-:9],"[[4, 3, 8]]",18.919837870307408
333,333,333,[N:1]#[C:2][CH2:3][C@@H:4]([Br:5])[N+:6](=[O:7])[O-:8].[Br-:9],"[[4, 3, 8]]",23.75730250720465
334,334,334,[N:1]#[C:2][CH:3]([C:4]#[N:5])[C@@H:6]([Cl:7])[N+:8](=[O:9])[O-:10].[F-:11],"[[6, 5, 10]]",5.373545064527073
335,335,335,[N:1]#[C:2][CH:3]([C:4]#[N:5])[C@@H:6]([Cl:7])[N+:8](=[O:9])[O-:10].[Cl-:11],"[[6, 5, 10]]",25.34513398706092
336,336,336,[N:1]#[C:2][C@H:3]([NH2:4])[C@@H:5]([F:6])[N+:7](=[O:8])[O-:9].[H-:10],"[[5, 4, 9]]",14.28574385176589
