,reaction_id,smiles,products_run
818,818,[CH3:1][C@@H:2]([C:3]#[N:4])[C@H:5]([NH2:6])[F:7].[H-:8],"[[6, 4, 7], [6, 4, 1, 7]]"
820,820,[NH2:1][CH:2]([NH2:3])[C@H:4]([NH2:5])[F:6].[H-:7],"[[5, 3, 6], [5, 3, 1, 6]]"
821,821,[CH3:1][C@@H:2]([NH2:3])[C@H:4]([NH2:5])[F:6].[H-:7],"[[5, 3, 6], [5, 3, 1, 6]]"
822,822,[CH3:1][C@H:2]([Cl:3])[CH:4]([NH2:5])[NH2:6].[H-:7],"[[2, 1, 6], [2, 1, 3, 6]]"
823,823,[CH3:1][C@:2]([NH2:3])([F:4])[N+:5](=[O:6])[O-:7].[H-:8],"[[3, 1, 7], [3, 1, 0, 7]]"
824,824,[N:1]#[C:2][CH2:3][C@:4]([NH2:5])([Br:6])[N+:7](=[O:8])[O-:9].[F-:10],"[[5, 3, 9], [5, 3, 2, 9]]"
825,825,[CH3:1][C@:2]([NH2:3])([Br:4])[N+:5](=[O:6])[O-:7].[F-:8],"[[3, 1, 7], [3, 1, 0, 7]]"
826,826,[CH3:1][CH:2]([CH3:3])[C@:4]([NH2:5])([Cl:6])[N+:7](=[O:8])[O-:9].[H-:10],"[[5, 3, 1, 9], [5, 3, 9]]"
829,829,[CH3:1][C@H:2]([C:3]#[N:4])[C@:5]([NH2:6])([F:7])[N+:8](=[O:9])[O-:10].[H-:11],"[[6, 4, 10], [6, 4, 1, 10]]"
830,830,[CH3:1][CH2:2][C@:3]([NH2:4])([Cl:5])[N+:6](=[O:7])[O-:8].[F-:9],"[[4, 2, 8], [4, 2, 1, 8]]"
832,832,[CH3:1][CH2:2][C@H:3]([NH2:4])[Cl:5].[H-:6],"[[4, 2, 1, 5], [4, 2, 5]]"
834,834,[CH3:1][C@@H:2]([NH2:3])[C@:4]([NH2:5])([Cl:6])[N+:7](=[O:8])[O-:9].[H-:10],"[[5, 3, 1, 9], [5, 3, 9]]"
835,835,[CH3:1][CH:2]([CH3:3])[C@:4]([NH2:5])([F:6])[N+:7](=[O:8])[O-:9].[H-:10],"[[5, 3, 9], [5, 3, 1, 9]]"
836,836,[CH3:1][C@@H:2]([NH2:3])[C@:4]([NH2:5])([Cl:6])[N+:7](=[O:8])[O-:9].[F-:10],"[[5, 3, 9], [5, 3, 1, 9]]"
838,838,[CH3:1][C@:2]([NH2:3])([Cl:4])[C:5]#[N:6].[F-:7],"[[3, 1, 6], [3, 1, 0, 6]]"
839,839,[CH3:1][C@:2]([NH2:3])([Br:4])[C:5]#[N:6].[F-:7],"[[3, 1, 6], [3, 1, 0, 6]]"
841,841,[N:1]#[C:2][CH2:3][C@:4]([NH2:5])([F:6])[C:7]#[N:8].[F-:9],"[[5, 3, 8], [5, 3, 2, 8]]"
842,842,[CH3:1][C@H:2]([C:3]#[N:4])[C@:5]([NH2:6])([F:7])[C:8]#[N:9].[H-:10],"[[6, 4, 9], [6, 4, 1, 9]]"
843,843,[N:1]#[C:2][CH2:3][C@:4]([NH2:5])([F:6])[C:7]#[N:8].[H-:9],"[[5, 3, 8], [5, 3, 2, 8]]"
845,845,[N:1]#[C:2][CH2:3][C@:4]([NH2:5])([F:6])[N+:7](=[O:8])[O-:9].[F-:10],"[[5, 3, 9], [5, 3, 2, 9]]"
846,846,[N:1]#[C:2][CH2:3][C@:4]([NH2:5])([Cl:6])[C:7]#[N:8].[F-:9],"[[5, 3, 8], [5, 3, 2, 8]]"
847,847,[CH3:1][C@H:2]([C:3]#[N:4])[C@:5]([NH2:6])([Cl:7])[C:8]#[N:9].[H-:10],"[[6, 4, 9], [6, 4, 1, 9]]"
848,848,[N:1]#[C:2][C@@H:3]([NH2:4])[C@:5]([NH2:6])([Cl:7])[C:8]#[N:9].[H-:10],"[[6, 4, 9], [6, 4, 2, 9]]"
849,849,[N:1]#[C:2][CH2:3][C:4]([Cl:5])([C:6]#[N:7])[C:8]#[N:9].[F-:10],"[[4, 3, 9], [4, 3, 2, 9]]"
850,850,[N:1]#[C:2][CH2:3][C@:4]([NH2:5])([Cl:6])[N+:7](=[O:8])[O-:9].[F-:10],"[[5, 3, 9], [5, 3, 2, 9]]"
852,852,[CH3:1][C@:2]([NH2:3])([Cl:4])[C:5]#[N:6].[H-:7],"[[3, 1, 0, 6], [3, 1, 6]]"
854,854,[N:1]#[C:2][CH2:3][C@:4]([NH2:5])([Br:6])[C:7]#[N:8].[F-:9],"[[5, 3, 8], [5, 3, 2, 8]]"
855,855,[CH3:1][C@@H:2]([C:3]#[N:4])[C@:5]([NH2:6])([Br:7])[C:8]#[N:9].[F-:10],"[[6, 4, 9], [6, 4, 1, 9]]"
856,856,[CH3:1][C@@H:2]([NH2:3])[C@:4]([NH2:5])([Br:6])[C:7]#[N:8].[F-:9],"[[5, 3, 8], [5, 3, 1, 8]]"
858,858,[N:1]#[C:2][C@@:3]([NH2:4])([Cl:5])[CH2:6][NH2:7].[F-:8],"[[4, 2, 7], [4, 2, 5, 7]]"
859,859,[N:1]#[C:2][C@@:3]([NH2:4])([Cl:5])[CH2:6][N+:7](=[O:8])[O-:9].[F-:10],"[[4, 2, 9], [4, 2, 5, 9]]"
860,860,[CH3:1][C@@H:2]([N+:3](=[O:4])[O-:5])[C@:6]([NH2:7])([Cl:8])[C:9]#[N:10].[F-:11],"[[7, 5, 10], [7, 5, 1, 10]]"
862,862,[N:1]#[C:2][CH2:3][C@:4]([NH2:5])([Br:6])[C:7]#[N:8].[Cl-:9],"[[5, 3, 8], [5, 3, 2, 8]]"
864,864,[CH3:1][CH2:2][C@:3]([NH2:4])([F:5])[C:6]#[N:7].[H-:8],"[[4, 2, 7], [4, 2, 1, 7]]"
865,865,[CH3:1][CH:2]([CH3:3])[C@:4]([NH2:5])([F:6])[C:7]#[N:8].[H-:9],"[[5, 3, 8], [5, 3, 1, 8]]"
866,866,[CH3:1][CH:2]([CH3:3])[C@H:4]([F:5])[C:6]#[N:7].[H-:8],"[[4, 3, 7], [4, 3, 1, 7]]"
867,867,[CH3:1][CH:2]([CH3:3])[C@:4]([NH2:5])([Cl:6])[C:7]#[N:8].[F-:9],"[[5, 3, 8], [5, 3, 1, 8]]"
868,868,[CH3:1][C@H:2]([NH2:3])[C@H:4]([F:5])[C:6]#[N:7].[H-:8],"[[4, 3, 7], [4, 3, 1, 7]]"
869,869,[N:1]#[C:2][C@@:3]([NH2:4])([F:5])[C@@H:6]([NH2:7])[N+:8](=[O:9])[O-:10].[H-:11],"[[4, 2, 10], [4, 2, 5, 10]]"
870,870,[CH3:1][C@H:2]([NH2:3])[C@:4]([NH2:5])([F:6])[C:7]#[N:8].[H-:9],"[[5, 3, 8], [5, 3, 1, 8]]"
871,871,[CH3:1][C@H:2]([NH2:3])[C@:4]([CH3:5])([F:6])[C:7]#[N:8].[H-:9],"[[5, 3, 8], [5, 3, 1, 8]]"
872,872,[CH3:1][C@H:2]([NH2:3])[C@H:4]([NH2:5])[F:6].[H-:7],"[[5, 3, 6], [5, 3, 1, 6]]"
873,873,[CH3:1][C@H:2]([NH2:3])[C@:4]([NH2:5])([Cl:6])[C:7]#[N:8].[F-:9],"[[5, 3, 8], [5, 3, 1, 8]]"
874,874,[CH3:1][C@H:2]([NH2:3])[C@:4]([NH2:5])([Cl:6])[C:7]#[N:8].[H-:9],"[[5, 3, 1, 8], [5, 3, 8]]"
875,875,[CH3:1][C@H:2]([NH2:3])[C:4]([Cl:5])([C:6]#[N:7])[C:8]#[N:9].[F-:10],"[[4, 3, 9], [4, 3, 1, 9]]"
876,876,[CH3:1][C@H:2]([C:3]#[N:4])[C@:5]([NH2:6])([Br:7])[C:8]#[N:9].[H-:10],"[[6, 4, 9], [6, 4, 1, 9]]"
877,877,[N:1]#[C:2][C@@:3]([NH2:4])([Br:5])[CH:6]([NH2:7])[NH2:8].[F-:9],"[[4, 2, 8], [4, 2, 5, 8]]"
878,878,[N:1]#[C:2][C@@:3]([NH2:4])([Cl:5])[CH2:6][NH2:7].[H-:8],"[[4, 2, 5, 7], [4, 2, 7]]"
879,879,[N:1]#[C:2][C@@H:3]([NH2:4])[C@:5]([NH2:6])([Cl:7])[C:8]#[N:9].[F-:10],"[[6, 4, 9], [6, 4, 2, 9]]"
880,880,[N:1]#[C:2][C@@:3]([NH2:4])([Cl:5])[CH:6]([NH2:7])[NH2:8].[F-:9],"[[4, 2, 8], [4, 2, 5, 8]]"
882,882,[N:1]#[C:2][CH2:3][C@:4]([NH2:5])([Cl:6])[C:7]#[N:8].[Cl-:9],"[[5, 3, 8], [5, 3, 2, 8]]"
883,883,[CH3:1][C@@H:2]([NH2:3])[C@:4]([NH2:5])([F:6])[C:7]#[N:8].[H-:9],"[[5, 3, 8], [5, 3, 1, 8]]"
884,884,[CH3:1][C@@H:2]([NH2:3])[C@:4]([NH2:5])([F:6])[N+:7](=[O:8])[O-:9].[H-:10],"[[5, 3, 9], [5, 3, 1, 9]]"
886,886,[CH3:1][C@@H:2]([C:3]#[N:4])[C@:5]([NH2:6])([F:7])[C:8]#[N:9].[H-:10],"[[6, 4, 9], [6, 4, 1, 9]]"
887,887,[CH3:1][C@@H:2]([NH2:3])[C@H:4]([F:5])[C:6]#[N:7].[H-:8],"[[4, 3, 7], [4, 3, 1, 7]]"
888,888,[N:1]#[C:2][C@@:3]([NH2:4])([F:5])[CH2:6][NH2:7].[H-:8],"[[4, 2, 7], [4, 2, 5, 7]]"
889,889,[N:1]#[C:2][C@@H:3]([NH2:4])[C@:5]([NH2:6])([F:7])[C:8]#[N:9].[H-:10],"[[6, 4, 9], [6, 4, 2, 9]]"
890,890,[CH3:1][C@@H:2]([C:3]#[N:4])[C@:5]([NH2:6])([Cl:7])[C:8]#[N:9].[H-:10],"[[6, 4, 9], [6, 4, 1, 9]]"
891,891,[CH3:1][C@@H:2]([C:3]#[N:4])[C@:5]([NH2:6])([Cl:7])[C:8]#[N:9].[F-:10],"[[6, 4, 9], [6, 4, 1, 9]]"
892,892,[N:1]#[C:2][C@@H:3]([F:4])[CH:5]([NH2:6])[NH2:7].[H-:8],"[[3, 2, 4, 7], [3, 2, 7]]"
893,893,[N:1]#[C:2][C:3]([F:4])([C:5]#[N:6])[CH:7]([NH2:8])[NH2:9].[H-:10],"[[3, 2, 6, 9], [3, 2, 9]]"
894,894,[NH2:1][CH:2]([NH2:3])[C@:4]([NH2:5])([F:6])[N+:7](=[O:8])[O-:9].[H-:10],"[[5, 3, 9], [5, 3, 1, 9]]"
895,895,[CH3:1][C@@:2]([NH2:3])([F:4])[CH:5]([NH2:6])[NH2:7].[H-:8],"[[3, 1, 7], [3, 1, 4, 7]]"
896,896,[N:1]#[C:2][C@@:3]([NH2:4])([F:5])[CH:6]([NH2:7])[NH2:8].[H-:9],"[[4, 2, 8], [4, 2, 5, 8]]"
898,898,[CH3:1][C:2]([CH3:3])([NH2:4])[F:5].[H-:6],"[[4, 1, 5], [4, 1, 0, 5]]"
899,899,[CH3:1][C@H:2]([C:3]#[N:4])[C@:5]([CH3:6])([NH2:7])[F:8].[H-:9],"[[7, 4, 8], [7, 4, 1, 8]]"
900,900,[CH3:1][C@@:2]([NH2:3])([F:4])[C@H:5]([NH2:6])[C:7]#[N:8].[H-:9],"[[3, 1, 8], [3, 1, 4, 8]]"
901,901,[CH3:1][C@@:2]([NH2:3])([Cl:4])[CH2:5][C:6]#[N:7].[H-:8],"[[3, 1, 7], [3, 1, 4, 7]]"
902,902,[CH3:1][C@@:2]([NH2:3])([Br:4])[CH2:5][C:6]#[N:7].[H-:8],"[[3, 1, 7], [3, 1, 4, 7]]"
903,903,[NH2:1][C@:2]([F:3])([CH2:4][N+:5](=[O:6])[O-:7])[N+:8](=[O:9])[O-:10].[H-:11],"[[2, 1, 10], [2, 1, 3, 10]]"
904,904,[CH3:1][C@@:2]([NH2:3])([F:4])[CH2:5][N+:6](=[O:7])[O-:8].[H-:9],"[[3, 1, 8], [3, 1, 4, 8]]"
905,905,[CH3:1][C@@H:2]([F:3])[C@@H:4]([NH2:5])[N+:6](=[O:7])[O-:8].[H-:9],"[[2, 1, 8], [2, 1, 3, 8]]"
906,906,[CH3:1][C:2]([CH3:3])([F:4])[C@@H:5]([NH2:6])[N+:7](=[O:8])[O-:9].[H-:10],"[[3, 1, 9], [3, 1, 4, 9]]"
907,907,[NH2:1][C@H:2]([C@H:3]([NH2:4])[F:5])[N+:6](=[O:7])[O-:8].[H-:9],"[[4, 2, 8], [4, 2, 1, 8]]"
908,908,[NH2:1][C@@H:2]([N+:3](=[O:4])[O-:5])[C@:6]([NH2:7])([F:8])[N+:9](=[O:10])[O-:11].[H-:12],"[[7, 5, 11], [7, 5, 1, 11]]"
909,909,[CH3:1][C@@:2]([NH2:3])([F:4])[C@@H:5]([NH2:6])[N+:7](=[O:8])[O-:9].[H-:10],"[[3, 1, 9], [3, 1, 4, 9]]"
910,910,[CH3:1][C@@H:2]([Cl:3])[C@@H:4]([NH2:5])[N+:6](=[O:7])[O-:8].[H-:9],"[[2, 1, 8], [2, 1, 3, 8]]"
911,911,[CH3:1][C:2]([CH3:3])([Cl:4])[C@@H:5]([NH2:6])[N+:7](=[O:8])[O-:9].[H-:10],"[[3, 1, 9], [3, 1, 4, 9]]"
912,912,[CH3:1][C@@H:2]([N+:3](=[O:4])[O-:5])[C@:6]([CH3:7])([NH2:8])[Cl:9].[H-:10],"[[8, 5, 9], [8, 5, 1, 9]]"
915,915,[CH3:1][C@@:2]([NH2:3])([Cl:4])[C@@H:5]([NH2:6])[C:7]#[N:8].[H-:9],"[[3, 1, 8], [3, 1, 4, 8]]"
916,916,[CH3:1][C@@H:2]([C:3]#[N:4])[C@:5]([CH3:6])([NH2:7])[Cl:8].[H-:9],"[[7, 4, 8], [7, 4, 1, 8]]"
917,917,[CH3:1][CH2:2][C@:3]([NH2:4])([Cl:5])[C:6]#[N:7].[H-:8],"[[4, 2, 1, 7], [4, 2, 7]]"
918,918,[CH3:1][CH2:2][C@@:3]([CH3:4])([Br:5])[C:6]#[N:7].[F-:8],"[[4, 2, 7], [4, 2, 1, 7]]"
919,919,[CH3:1][CH:2]([CH3:3])[C@@:4]([CH3:5])([Cl:6])[N+:7](=[O:8])[O-:9].[H-:10],"[[5, 3, 9], [5, 3, 1, 9]]"
920,920,[CH3:1][CH:2]([CH3:3])[C:4]([CH3:5])([CH3:6])[Br:7].[H-:8],"[[6, 3, 7], [6, 3, 1, 7]]"
921,921,[CH3:1][C@@:2]([NH2:3])([Cl:4])[C@H:5]([NH2:6])[C:7]#[N:8].[H-:9],"[[3, 1, 8], [3, 1, 4, 8]]"
923,923,[CH3:1][C@:2]([Br:3])([C:4]#[N:5])[C@H:6]([NH2:7])[C:8]#[N:9].[F-:10],"[[2, 1, 9], [2, 1, 5, 9]]"
924,924,[CH3:1][C:2]([CH3:3])([Br:4])[C@H:5]([NH2:6])[C:7]#[N:8].[F-:9],"[[3, 1, 8], [3, 1, 4, 8]]"
925,925,[N:1]#[C:2][C@@H:3]([NH2:4])[C@:5]([NH2:6])([Br:7])[C:8]#[N:9].[F-:10],"[[6, 4, 9], [6, 4, 2, 9]]"
926,926,[CH3:1][C@@H:2]([N+:3](=[O:4])[O-:5])[C@:6]([CH3:7])([NH2:8])[Cl:9].[F-:10],"[[8, 5, 9], [8, 5, 1, 9]]"
927,927,[CH3:1][C@@H:2]([C:3]#[N:4])[C@:5]([CH3:6])([NH2:7])[Cl:8].[F-:9],"[[7, 4, 8], [7, 4, 1, 8]]"
928,928,[N:1]#[C:2][CH2:3][C:4]([NH2:5])([NH2:6])[F:7].[H-:8],"[[6, 3, 7], [6, 3, 2, 7]]"
930,930,[N:1]#[C:2][CH2:3][C:4]([NH2:5])([NH2:6])[Cl:7].[H-:8],"[[6, 3, 7], [6, 3, 2, 7]]"
931,931,[CH3:1][C@@H:2]([C:3]#[N:4])[C:5]([NH2:6])([NH2:7])[Cl:8].[H-:9],"[[7, 4, 8], [7, 4, 1, 8]]"
932,932,[CH3:1][CH:2]([CH3:3])[C:4]([NH2:5])([NH2:6])[F:7].[H-:8],"[[6, 3, 7], [6, 3, 1, 7]]"
